image_id,image_path,fashionpedia_image_id,original_filename,width,height,split
img_0199,data\raw\img_0199.jpg,20397,0fd47405bde971ea795259fa8790ef40.jpg,683,1024,validation
img_0200,data\raw\img_0200.jpg,9210,b9b9619a5fec071603e1b29a9772cefc.jpg,681,1024,validation
img_0201,data\raw\img_0201.jpg,20297,1894401d7f537c348a237a8043630521.jpg,1024,683,validation
img_0202,data\raw\img_0202.jpg,9873,00a1940434d687a785be0acf2b0fbff3.jpg,682,1024,validation
img_0203,data\raw\img_0203.jpg,19618,3ce04e48660ed6d21aee863f674486b7.jpg,683,1024,validation
img_0204,data\raw\img_0204.jpg,23338,fb81f1a32e154a77e683f309cdf0794a.jpg,690,1024,validation
img_0205,data\raw\img_0205.jpg,19471,558aa27776a2fb39d148328b7c818b60.jpg,682,1024,validation
img_0206,data\raw\img_0206.jpg,10512,e2da13e8901b9733a8af384bf519762c.jpg,1024,576,validation
img_0207,data\raw\img_0207.jpg,17517,f6890fd9ddbb8cf2d17a332eb72e0ea2.jpg,683,1024,validation
img_0208,data\raw\img_0208.jpg,16956,7307f9bf5fa04f47361d0dd86d8c73d9.jpg,682,1024,validation
img_0209,data\raw\img_0209.jpg,20311,6f19aee196965eac33ddd9bda38a68e7.jpg,678,1024,validation
img_0210,data\raw\img_0210.jpg,12770,21c52aa89dbf9b2be2089c20cf1d987d.jpg,683,1024,validation
img_0211,data\raw\img_0211.jpg,17378,53f850b18b5101f28b6a279bcd546161.jpg,1024,682,validation
img_0212,data\raw\img_0212.jpg,12526,2ede08066feaa38aa9127fccf570a4a9.jpg,682,1024,validation
img_0213,data\raw\img_0213.jpg,18895,3bf082a96a03a1c8f75e1d1d0ebf42d2.jpg,682,1024,validation
img_0214,data\raw\img_0214.jpg,17609,9c740b226f9ffe7eca197ade2f554fe9.jpg,679,1024,validation
img_0215,data\raw\img_0215.jpg,20465,80b493e0dccaca4fcb11fe5d81c47e83.jpg,683,1024,validation
img_0216,data\raw\img_0216.jpg,20167,2064125f44bafe6b58a8b62750c96e5e.jpg,683,1024,validation
img_0217,data\raw\img_0217.jpg,19263,ffebe7df5bfb5974878870b8cb3ebed4.jpg,688,1024,validation
img_0218,data\raw\img_0218.jpg,19229,d7f4d06c3226febd8569d92476c19ef1.jpg,632,1024,validation
img_0219,data\raw\img_0219.jpg,9141,5509cbf54887e59f33c40bcbbc78a15b.jpg,682,1024,validation
img_0220,data\raw\img_0220.jpg,16478,8dd3fc43988364a48cd559387c10e029.jpg,683,1024,validation
img_0221,data\raw\img_0221.jpg,15379,12b3bdbd6cc7f9a136903bdf8c868d1a.jpg,632,1024,validation
img_0222,data\raw\img_0222.jpg,17706,a38445479f8dcc4074a291d8eb99e97a.jpg,633,1024,validation
img_0223,data\raw\img_0223.jpg,9174,70e000fc740fd51671f257453e5d4ef1.jpg,683,1024,validation
img_0224,data\raw\img_0224.jpg,16648,86184f05dab0caa5e96ab1db699e91e7.jpg,682,1024,validation
img_0225,data\raw\img_0225.jpg,11091,7be8af2ebbb6fa133131a2f42bdbe9f6.jpg,1024,680,validation
img_0226,data\raw\img_0226.jpg,20009,8be355cc27de8de90e70100fd6d9c242.jpg,682,1024,validation
img_0227,data\raw\img_0227.jpg,18669,6205f4229badeebe2a4108454210809f.jpg,682,1024,validation
img_0228,data\raw\img_0228.jpg,12776,9ad95d2490271aec9728b86fee44ccfc.jpg,682,1024,validation
img_0229,data\raw\img_0229.jpg,20235,6469f5b56cb9ab713851fcd9116923c1.jpg,529,1024,validation
img_0230,data\raw\img_0230.jpg,20618,3c9135567d29729161aa465507e5efad.jpg,682,1024,validation
img_0231,data\raw\img_0231.jpg,19786,88594d2c3e6bc16310571a20f9e13791.jpg,1024,1024,validation
img_0232,data\raw\img_0232.jpg,19771,fd5e95a00bcee9d241c1bca1bf4c16c0.jpg,625,1024,validation
img_0233,data\raw\img_0233.jpg,9669,387a049fc5d151a2c6c2444a44211d5c.jpg,682,1024,validation
img_0234,data\raw\img_0234.jpg,10061,bdf1b7cd23faf554bec077e59312de2e.jpg,682,1024,validation
img_0235,data\raw\img_0235.jpg,10180,ae214103040109df9e86f748c287472e.jpg,1024,682,validation
img_0236,data\raw\img_0236.jpg,15112,c091531b2b5cb6a6c8ad2ce197d530f4.jpg,1024,683,validation
img_0237,data\raw\img_0237.jpg,16931,d14c29b741ec264a1bc7ea1918898a99.jpg,680,1024,validation
img_0238,data\raw\img_0238.jpg,12889,e636280e96f3863157a4398c92fc299e.jpg,682,1024,validation
img_0239,data\raw\img_0239.jpg,13283,52a6dcf5c19a6f0f6033ebc8dd9f3078.jpg,682,1024,validation
img_0240,data\raw\img_0240.jpg,16638,a81789ee4548b9ea8aafde83cc5eaccc.jpg,682,1024,validation
img_0241,data\raw\img_0241.jpg,16006,39fc64de6a2304536b0cf18e4de97f98.jpg,682,1024,validation
img_0242,data\raw\img_0242.jpg,12976,871b1533f5ecd9f4de3d7942ab3dfcc1.jpg,683,1024,validation
img_0243,data\raw\img_0243.jpg,19062,dcbc290593fde91a59d83ec39a4243e7.jpg,682,1024,validation
img_0244,data\raw\img_0244.jpg,10313,7642e0c82d9c6230883fa6378932c869.jpg,632,1024,validation
img_0245,data\raw\img_0245.jpg,18724,4d41de545cfaf48804ea579802168dc4.jpg,1024,683,validation
img_0246,data\raw\img_0246.jpg,19484,6216b46eeada317d0fbac617c2f09a2f.jpg,683,1024,validation
img_0247,data\raw\img_0247.jpg,15840,eb920929bad2610918b0ca9e8236d058.jpg,683,1024,validation
img_0248,data\raw\img_0248.jpg,17833,dc930ab2bd268b01b3ffd6c44e897e8f.jpg,678,1024,validation
img_0249,data\raw\img_0249.jpg,9717,128e563f37864265333bc9a3de7dccc6.jpg,682,1024,validation
img_0250,data\raw\img_0250.jpg,9640,06cc4cc3fd423fb82ce78a63c903cc5b.jpg,1024,682,validation
img_0251,data\raw\img_0251.jpg,17416,b23b002bed11cb4c1b8acaca75a88d71.jpg,819,1024,validation
img_0252,data\raw\img_0252.jpg,9031,23791581c54542f3e761b0ff28c38e00.jpg,1024,823,validation
img_0253,data\raw\img_0253.jpg,13331,d2f3f13a7a3532cc905fe9f3bad10b8a.jpg,683,1024,validation
img_0254,data\raw\img_0254.jpg,19413,d47fd4ffb3f8559ed563d59f03507e98.jpg,1024,1024,validation
img_0255,data\raw\img_0255.jpg,17255,491cb7a45cc0f231fac998814d9a10f2.jpg,682,1024,validation
img_0256,data\raw\img_0256.jpg,17229,3b090c8c5228647a7c486ed9f1b14309.jpg,464,1024,validation
img_0257,data\raw\img_0257.jpg,19033,cd9737f2cf0967f12cc001d57568e913.jpg,1024,683,validation
img_0258,data\raw\img_0258.jpg,9575,609b9fc370f7c98fbb6a41baf72664a1.jpg,683,1024,validation
img_0259,data\raw\img_0259.jpg,12876,ac257ddc35bb18760df07544ca327129.jpg,682,1024,validation
img_0260,data\raw\img_0260.jpg,10854,311db0d6f5b7be84ac3c952a443ef981.jpg,680,1024,validation
img_0261,data\raw\img_0261.jpg,16666,44e72ecbd53c71e3762350a33de162ce.jpg,1024,682,validation
img_0262,data\raw\img_0262.jpg,18405,ebe5e781a398df8c599047d5bf319c2e.jpg,678,1024,validation
img_0263,data\raw\img_0263.jpg,12423,a07d21ff7436ded273fe71af64d05baf.jpg,683,1024,validation
img_0264,data\raw\img_0264.jpg,20246,5fc2853754a2d370b75869fe467672a5.jpg,682,1024,validation
img_0265,data\raw\img_0265.jpg,16683,d5d759731757fdef16a804321d4375ae.jpg,1024,683,validation
img_0266,data\raw\img_0266.jpg,8610,e7bd5aa16c1acc64616bf60ea3aa0c36.jpg,682,1024,validation
img_0267,data\raw\img_0267.jpg,11125,a49b9f9ea8665f09f536d0f122a4776f.jpg,1024,682,validation
img_0268,data\raw\img_0268.jpg,17548,338e3b7d82fb18e09d546dd3056184e4.jpg,682,1024,validation
img_0269,data\raw\img_0269.jpg,18718,a6507cc61e40a08435a5a210450a47c1.jpg,819,1024,validation
img_0270,data\raw\img_0270.jpg,18461,29548961c91191c37d36a5fa7a991d5d.jpg,682,1024,validation
img_0271,data\raw\img_0271.jpg,10035,efd0bee7ed5502dcf4e482ddd63c7042.jpg,682,1024,validation
img_0272,data\raw\img_0272.jpg,13049,af8be1edbef6e48a88325ebf63cb48f1.jpg,1024,1024,validation
img_0273,data\raw\img_0273.jpg,8935,91eeab2f8925619cbcaae92a12d83bc8.jpg,677,1024,validation
img_0274,data\raw\img_0274.jpg,15988,548cf1c7f88c44f0acc7bf68885b6d31.jpg,1024,819,validation
img_0275,data\raw\img_0275.jpg,8875,42fcd15111e080373a8c07201a539ca1.jpg,682,1024,validation
img_0276,data\raw\img_0276.jpg,15430,60d05fa8bc73b960e13f73cb8a312b0e.jpg,702,1024,validation
img_0277,data\raw\img_0277.jpg,19794,6385040ca90ec396e37c2a25c2aafc31.jpg,768,1024,validation
img_0278,data\raw\img_0278.jpg,12948,1f4c2d7ddfaa4d7c5a88df6d04ec0512.jpg,633,1024,validation
img_0279,data\raw\img_0279.jpg,10572,77c90295a0c61308fbd2a3620f2b4a09.jpg,1024,683,validation
img_0280,data\raw\img_0280.jpg,11227,fac6412c2873388612c4ec4cda414ac6.jpg,682,1024,validation
img_0281,data\raw\img_0281.jpg,9541,9fac627b1dc1153b5933ed3dc3020bac.jpg,683,1024,validation
img_0282,data\raw\img_0282.jpg,15387,3eb7a0ff606c78fe102f35a98f08573c.jpg,682,1024,validation
img_0283,data\raw\img_0283.jpg,15953,12da876e7f7a7e754f0ffe635dfb79f0.jpg,987,1024,validation
img_0284,data\raw\img_0284.jpg,19195,6cbc18fcb13a5381bf4eeebaea71ec43.jpg,683,1024,validation
img_0285,data\raw\img_0285.jpg,8980,a3068422b4e9c7f37d6cf45f44d1d8eb.jpg,1024,682,validation
img_0286,data\raw\img_0286.jpg,9430,2df8a3cbaf17a7e8441cf3f4bc73824c.jpg,1024,682,validation
img_0287,data\raw\img_0287.jpg,11849,1c1484bd95e170ad133660f8a69419b1.jpg,812,1024,validation
img_0288,data\raw\img_0288.jpg,9274,9737a08c0d581734111e8d0d60a8d6ec.jpg,1024,680,validation
img_0289,data\raw\img_0289.jpg,19768,3ad847bd01f73476418f50f8419bf644.jpg,681,1024,validation
img_0290,data\raw\img_0290.jpg,12333,f767f960131554afda3064a73f90e9f8.jpg,1024,1024,validation
img_0291,data\raw\img_0291.jpg,9800,c0e92f68b8ce834a9929e537d5f8228c.jpg,683,1024,validation
img_0292,data\raw\img_0292.jpg,10957,b9d34d7ecfc267888ad6eb0f20af3792.jpg,547,1024,validation
img_0293,data\raw\img_0293.jpg,12208,52df4fde942c5b69a757f82014af85e4.jpg,632,1024,validation
img_0294,data\raw\img_0294.jpg,16004,7ecf591cf3e21e72ea2718e3869f5768.jpg,629,1024,validation
img_0295,data\raw\img_0295.jpg,9709,e8a9349ee53c9e5bfd21102e8b6b52f9.jpg,683,1024,validation
img_0296,data\raw\img_0296.jpg,13505,a70857f8f76a18d097becc82eb33a9f1.jpg,632,1024,validation
img_0297,data\raw\img_0297.jpg,12567,9171c0d10e43e4b5987a705e552568d7.jpg,632,1024,validation
img_0298,data\raw\img_0298.jpg,15661,0c6cf79ffbf7f14a266d0f0f21219447.jpg,613,1024,validation
img_0299,data\raw\img_0299.jpg,19806,ceba33cb9d3468560844583f709d5961.jpg,1024,683,validation
img_0300,data\raw\img_0300.jpg,9137,01c4698117bd9b3f99bc751da8dfd96c.jpg,1024,819,validation
img_0301,data\raw\img_0301.jpg,12073,733128db0ce4f09443fc561514458c7f.jpg,683,1024,validation
img_0302,data\raw\img_0302.jpg,16041,51c2e1d3765b48227cc474513f6efc59.jpg,587,1024,validation
img_0303,data\raw\img_0303.jpg,10574,2bb3700b00be0b5dc63b73da24501546.jpg,802,1024,validation
img_0304,data\raw\img_0304.jpg,18329,54758e3c78368fec8f3dced455305249.jpg,695,1024,validation
img_0305,data\raw\img_0305.jpg,16721,9ac4f47132fe867a5bef9e999fe562fd.jpg,682,1024,validation
img_0306,data\raw\img_0306.jpg,17718,fa9d0d5edd31d61640e21fafc6aaa2c2.jpg,1024,680,validation
img_0307,data\raw\img_0307.jpg,18132,f7f6ae15cf7b430b2bfb95eff751232b.jpg,682,1024,validation
img_0308,data\raw\img_0308.jpg,19551,6765044e8079cfe42ae6cac73cbf79c4.jpg,681,1024,validation
img_0309,data\raw\img_0309.jpg,17313,a3f881917b1e3e8875dfe97f9ae98bee.jpg,1024,1024,validation
img_0310,data\raw\img_0310.jpg,13482,a13f7be475e3cf371b342c0f2e320836.jpg,682,1024,validation
img_0311,data\raw\img_0311.jpg,12651,6d095eb37a313bb784ad00ab53a0df05.jpg,768,1024,validation
img_0312,data\raw\img_0312.jpg,15538,6ff1187d58522da123a25c0e8354f29f.jpg,682,1024,validation
img_0313,data\raw\img_0313.jpg,9309,2e442d2b49f0c08838c96fa0de887956.jpg,1024,720,validation
img_0314,data\raw\img_0314.jpg,11412,a7830bf408d9fb215c314b3fc77cb1d4.jpg,1024,578,validation
img_0315,data\raw\img_0315.jpg,10747,24f1db5265b04819c05c271ffb22a0ef.jpg,678,1024,validation
img_0316,data\raw\img_0316.jpg,16924,fa9077a968d2fd593b3999aad7f54231.jpg,682,1024,validation
img_0317,data\raw\img_0317.jpg,10404,110884e327a094ad86358ece522dddff.jpg,632,1024,validation
img_0318,data\raw\img_0318.jpg,9097,6ad46457d37e8ebd257eb54fb3ac4da3.jpg,768,1024,validation
img_0319,data\raw\img_0319.jpg,12508,70728a64bc4398b0f4204e8ad7b9bc06.jpg,683,1024,validation
img_0320,data\raw\img_0320.jpg,12448,fc3ee8e64072d2b42d6a8c2d1e52e2da.jpg,572,1024,validation
img_0321,data\raw\img_0321.jpg,10239,2c93c741cc5e4e4fce6f7a7b0d46064e.jpg,645,1024,validation
img_0322,data\raw\img_0322.jpg,12931,13c2e7449a549d43161b95c9f1d68d40.jpg,682,1024,validation
img_0323,data\raw\img_0323.jpg,19973,8dfb0daa689c59460fc5a65f27a66ff1.jpg,682,1024,validation
img_0324,data\raw\img_0324.jpg,19633,768acaf9c9e2b1230016fa2924ce42aa.jpg,683,1024,validation
img_0325,data\raw\img_0325.jpg,11588,559e02db49c2e81f6a6116b717beee9d.jpg,678,1024,validation
img_0326,data\raw\img_0326.jpg,10643,e5aa91641399166c638e174814a95238.jpg,683,1024,validation
img_0327,data\raw\img_0327.jpg,12227,1646a045268fa9848e2dad851f740452.jpg,1024,819,validation
img_0328,data\raw\img_0328.jpg,15998,19b88ca66e3ab754d3b6aa7d5e2f0a83.jpg,1024,682,validation
img_0329,data\raw\img_0329.jpg,11254,a9c817161fda6df41766dfe80e939c6b.jpg,1024,675,validation
img_0330,data\raw\img_0330.jpg,19442,463c8ac180902e0814b6869716576eb5.jpg,1024,680,validation
img_0331,data\raw\img_0331.jpg,19295,f084bd0f4fe67b11b0e3a8a64db58e7f.jpg,642,1024,validation
img_0332,data\raw\img_0332.jpg,12796,21b019899232d2682e25237d3da5eefc.jpg,649,1024,validation
img_0333,data\raw\img_0333.jpg,15076,c47f02a61808cde22c26d21fb035da83.jpg,683,1024,validation
img_0334,data\raw\img_0334.jpg,17408,301550866f92b82ff7c831e6efdaf531.jpg,682,1024,validation
img_0335,data\raw\img_0335.jpg,19162,53638f7d3a9adcd5e93a4ade8f1ed552.jpg,632,1024,validation
img_0336,data\raw\img_0336.jpg,9260,ca395e774bde006791482eba79226b7d.jpg,651,1024,validation
img_0337,data\raw\img_0337.jpg,16079,2bac65b52a54381bcae0b0c817fc3ebf.jpg,682,1024,validation
img_0338,data\raw\img_0338.jpg,8985,9ad7fa911ef3602db892724c8cd679ee.jpg,683,1024,validation
img_0339,data\raw\img_0339.jpg,9845,1a2e249b43d0234652e1e1afe9fcef61.jpg,682,1024,validation
img_0340,data\raw\img_0340.jpg,10959,ee8429febbbf2ceb90270629d0ae0850.jpg,682,1024,validation
img_0341,data\raw\img_0341.jpg,16586,dbf96873bc9183c44f618edc3771dfb4.jpg,683,1024,validation
img_0342,data\raw\img_0342.jpg,10531,33cfdcbd48019b09e36a78c428bbae1d.jpg,679,1024,validation
img_0343,data\raw\img_0343.jpg,11376,488d950965993b643ae18323acacc9d0.jpg,1024,682,validation
img_0344,data\raw\img_0344.jpg,19218,d680b56c59f41348dcaf98fefe05f7d8.jpg,773,1024,validation
img_0345,data\raw\img_0345.jpg,10265,f94473431eecc5ca5f6434ee413fc2d0.jpg,684,1024,validation
img_0346,data\raw\img_0346.jpg,16521,ba8652e2b71e0be6567767d256fa600e.jpg,683,1024,validation
img_0347,data\raw\img_0347.jpg,18568,219a6c846e208bbad39f71ddab96408a.jpg,682,1024,validation
img_0348,data\raw\img_0348.jpg,14522,9a7743d3ea701eb05c5529810f2243a7.jpg,682,1024,validation
img_0349,data\raw\img_0349.jpg,17662,356a5d0bd91c5f2ea94140f4e4ab24fc.jpg,692,1024,validation
img_0350,data\raw\img_0350.jpg,8712,8afcffb4c50974318288681ea6c1b5a8.jpg,682,1024,validation
img_0351,data\raw\img_0351.jpg,15758,01d0251b5bc5a41f93c86042c56258d3.jpg,683,1024,validation
img_0352,data\raw\img_0352.jpg,18566,7802244651c1fd5b38a364dddc367f7c.jpg,682,1024,validation
img_0353,data\raw\img_0353.jpg,15418,26a82d34b44654c6812863ecacb3f3fc.jpg,679,1024,validation
img_0354,data\raw\img_0354.jpg,16613,b84ba0c1bb7cd0ad837ae77665e9a784.jpg,681,1024,validation
img_0355,data\raw\img_0355.jpg,9088,dcad9d1fe5e077912fe84049c3e7076c.jpg,618,1024,validation
img_0356,data\raw\img_0356.jpg,9336,693a69866e6d91826d18808121f711f9.jpg,683,1024,validation
img_0357,data\raw\img_0357.jpg,18652,de3b47ed616028f8ca462583f6f30059.jpg,632,1024,validation
img_0358,data\raw\img_0358.jpg,19829,c4495c86c19fedfdf2fefb74d43fdd6d.jpg,594,1024,validation
img_0359,data\raw\img_0359.jpg,11630,f85cf6884f138a76a79ee883372007a8.jpg,679,1024,validation
img_0360,data\raw\img_0360.jpg,15868,e2f1a9a76fd07686fb708f0c7e1e3532.jpg,1024,683,validation
img_0361,data\raw\img_0361.jpg,18974,5fd78b0a8107415548b93f29bb5210f1.jpg,681,1024,validation
img_0362,data\raw\img_0362.jpg,20065,f184df3bcf321ef5d3e4d5a513ade947.jpg,681,1024,validation
img_0363,data\raw\img_0363.jpg,15145,6c8834c6e3dfa2b294971d118eb505e8.jpg,700,1024,validation
img_0364,data\raw\img_0364.jpg,12225,06017096e7f209d3b23802f546830b40.jpg,1024,683,validation
img_0365,data\raw\img_0365.jpg,12473,3fe7ee5e245a4e4eaf88181e5186333a.jpg,684,1024,validation
img_0366,data\raw\img_0366.jpg,17737,cade19169e79b91b610ce5a6f7576a5b.jpg,680,1024,validation
img_0367,data\raw\img_0367.jpg,19461,3023783645f6b5b3ddd20648231f85aa.jpg,633,1024,validation
img_0368,data\raw\img_0368.jpg,19554,0146a53e12d690914995248fb6872121.jpg,680,1024,validation
img_0369,data\raw\img_0369.jpg,9077,9dd731f00f648ab2ce0f52747e26f539.jpg,1024,683,validation
img_0370,data\raw\img_0370.jpg,18980,c59652d40810f10a443756d41bfa1287.jpg,618,1024,validation
img_0371,data\raw\img_0371.jpg,17601,8d9db596f429d1ce75c6c163ae9d987c.jpg,845,1024,validation
img_0372,data\raw\img_0372.jpg,12443,eaac0d86af8296fe77b0cbaac0d04d93.jpg,637,1024,validation
img_0373,data\raw\img_0373.jpg,18250,33a60f6f6d0abe76697705b61564ad30.jpg,682,1024,validation
img_0374,data\raw\img_0374.jpg,15504,7229de52add8dfb593d50f63cc39df10.jpg,655,1024,validation
img_0375,data\raw\img_0375.jpg,12726,163316c8653449a9af4e731ac3aedaf7.jpg,576,1024,validation
img_0376,data\raw\img_0376.jpg,20458,08680e1257c83a5a603ae3ef67ef3dde.jpg,768,1024,validation
img_0377,data\raw\img_0377.jpg,15920,3a363533069e4150d6fd215abb73dd08.jpg,683,1024,validation
img_0378,data\raw\img_0378.jpg,12795,8b95a6d4b56beeee01e7f74c76352b18.jpg,683,1024,validation
img_0379,data\raw\img_0379.jpg,18086,3c8169ca77a76890f83af2cc72ec4f24.jpg,692,1024,validation
img_0380,data\raw\img_0380.jpg,20283,5a6a709cdd926e51bdbaba834d0c7207.jpg,1024,768,validation
img_0381,data\raw\img_0381.jpg,11065,5c4ce383d7586b7babf9dc6ab79907bb.jpg,1024,1002,validation
img_0382,data\raw\img_0382.jpg,10852,5d7f5a1b4d12d8931d03c3e7e1060689.jpg,681,1024,validation
img_0383,data\raw\img_0383.jpg,15703,1133c832005b9620ab89eee82ba1c4a2.jpg,683,1024,validation
img_0384,data\raw\img_0384.jpg,18696,b71711424f189b2279045ba925231bc8.jpg,682,1024,validation
img_0385,data\raw\img_0385.jpg,12381,97431c84addb6dffd10e60658cbf00b8.jpg,682,1024,validation
img_0386,data\raw\img_0386.jpg,16497,ec83daef3597c9591605493556a4fc73.jpg,682,1024,validation
img_0387,data\raw\img_0387.jpg,10679,706d1795327d056a2b9aac1428027966.jpg,731,1024,validation
img_0388,data\raw\img_0388.jpg,12084,daa5986d4a683b547328db6dce8d7817.jpg,682,1024,validation
img_0389,data\raw\img_0389.jpg,16321,c8b21201adefc9832068416f76773cf5.jpg,1024,1024,validation
img_0390,data\raw\img_0390.jpg,19661,7e726464437432e79c18a5dba42562f8.jpg,683,1024,validation
img_0391,data\raw\img_0391.jpg,18033,e0c0f2e8c0739f4be05015fa22e38c16.jpg,683,1024,validation
img_0392,data\raw\img_0392.jpg,11152,3109762baa95cfc50b5a454db19d4143.jpg,631,1024,validation
img_0393,data\raw\img_0393.jpg,13445,bbb7c11a2a4fe731a371cdf9e223c360.jpg,678,1024,validation
img_0394,data\raw\img_0394.jpg,19394,cf2b90efe608a262ab09c367feddc352.jpg,1024,699,validation
img_0395,data\raw\img_0395.jpg,12246,20bdefcd48f74c927cca2870e52176b1.jpg,1024,576,validation
img_0396,data\raw\img_0396.jpg,18022,65aba1fc79c8b44c66e8f75be8b7633e.jpg,575,1024,validation
img_0397,data\raw\img_0397.jpg,15530,d9ff0d53e1e06bdb6e954700cbaea4c1.jpg,1024,1024,validation
img_0398,data\raw\img_0398.jpg,15771,06e324f9ef2c3bc1cc2573562e498499.jpg,1024,680,validation
